"Tabela 6579 - População residente estimada"
"Município","Ano","Variável"
"Município","Ano","População residente estimada (Pessoas)"
"Bela Vista de Minas (MG)","2018","10248"
"Belmiro Braga (MG)","2018","3433"
"Belo Horizonte (MG)","2018","2501576"
"Belo Oriente (MG)","2018","26396"
"Belo Vale (MG)","2018","7710"
"Berilo (MG)","2018","11995"
"Bertópolis (MG)","2018","4602"
"Berizal (MG)","2018","4705"
"Betim (MG)","2018","432575"
"Bias Fortes (MG)","2018","3430"
"Bicas (MG)","2018","14431"
"Biquinhas (MG)","2018","2532"
"Boa Esperança (MG)","2018","40031"
"Bocaina de Minas (MG)","2018","5091"
"Bocaiúva (MG)","2018","49942"
"Bom Despacho (MG)","2018","50166"
"Bom Jardim de Minas (MG)","2018","6489"
"Bom Jesus da Penha (MG)","2018","4190"
"Bom Jesus do Amparo (MG)","2018","6031"
"Bom Jesus do Galho (MG)","2018","15010"
"Bom Repouso (MG)","2018","10558"
"Bom Sucesso (MG)","2018","17598"
"Bonfim (MG)","2018","6876"
"Bonfinópolis de Minas (MG)","2018","5544"
"Bonito de Minas (MG)","2018","11088"
"Borda da Mata (MG)","2018","19202"
"Botelhos (MG)","2018","14995"
"Botumirim (MG)","2018","6350"
"Brasilândia de Minas (MG)","2018","16321"
"Brasília de Minas (MG)","2018","32288"
"Brás Pires (MG)","2018","4374"
"Braúnas (MG)","2018","4835"
"Brazópolis (MG)","2018","14508"
"Brumadinho (MG)","2018","39520"
"Bueno Brandão (MG)","2018","11010"
"Buenópolis (MG)","2018","10377"
"Bugre (MG)","2018","4074"
"Buritis (MG)","2018","24663"
"Buritizeiro (MG)","2018","27988"
"Cabeceira Grande (MG)","2018","6909"
"Cabo Verde (MG)","2018","14075"
"Cachoeira da Prata (MG)","2018","3616"
"Cachoeira de Minas (MG)","2018","11514"
"Cachoeira Dourada (MG)","2018","2677"
"Caetanópolis (MG)","2018","11495"
"Caeté (MG)","2018","44377"
"Caiana (MG)","2018","5450"
"Cajuri (MG)","2018","4002"
"Caldas (MG)","2018","14417"
"Camacho (MG)","2018","2934"
"Camanducaia (MG)","2018","21738"
"Cambuí (MG)","2018","29278"
"Cambuquira (MG)","2018","12816"
"Campanário (MG)","2018","3711"
"Campanha (MG)","2018","16565"
"Campestre (MG)","2018","21056"
"Campina Verde (MG)","2018","19738"
"Campo Azul (MG)","2018","3810"
"Campo Belo (MG)","2018","53866"
"Campo do Meio (MG)","2018","11658"
"Campo Florido (MG)","2018","8029"
"Campos Altos (MG)","2018","15356"
"Campos Gerais (MG)","2018","28703"
"Canaã (MG)","2018","4579"
"Canápolis (MG)","2018","12025"
"Cana Verde (MG)","2018","5612"
"Candeias (MG)","2018","14883"
"Cantagalo (MG)","2018","4498"
"Caparaó (MG)","2018","5424"
"Capela Nova (MG)","2018","4673"
"Capelinha (MG)","2018","37856"
"Capetinga (MG)","2018","6952"
"Capim Branco (MG)","2018","9679"
"Capinópolis (MG)","2018","16109"
"Capitão Andrade (MG)","2018","5420"
"Capitão Enéas (MG)","2018","15153"
"Capitólio (MG)","2018","8601"
"Caputira (MG)","2018","9287"
"Caraí (MG)","2018","23586"
"Caranaíba (MG)","2018","3200"
"Carandaí (MG)","2018","25327"
"Carangola (MG)","2018","32988"
"Caratinga (MG)","2018","91503"
"Carbonita (MG)","2018","9396"
"Careaçu (MG)","2018","6721"
"Carlos Chagas (MG)","2018","19007"
"Carmésia (MG)","2018","2617"
"Carmo da Cachoeira (MG)","2018","12158"
"Carmo da Mata (MG)","2018","11439"
"Carmo de Minas (MG)","2018","14769"
"Carmo do Cajuru (MG)","2018","22257"
"Carmo do Paranaíba (MG)","2018","30324"
"Carmo do Rio Claro (MG)","2018","21180"
"Carmópolis de Minas (MG)","2018","19144"
"Carneirinho (MG)","2018","9986"
"Carrancas (MG)","2018","4044"
"Carvalhópolis (MG)","2018","3560"
"Carvalhos (MG)","2018","4495"
"Casa Grande (MG)","2018","2260"
"Cascalho Rico (MG)","2018","3057"
"Cássia (MG)","2018","17739"
"Conceição da Barra de Minas (MG)","2018","3962"
"Cataguases (MG)","2018","74691"
"Catas Altas (MG)","2018","5330"
"Catas Altas da Noruega (MG)","2018","3629"
"Catuji (MG)","2018","6366"
"Catuti (MG)","2018","5008"
"Caxambu (MG)","2018","21703"
"Cedro do Abaeté (MG)","2018","1171"
"Central de Minas (MG)","2018","7017"
"Centralina (MG)","2018","10425"
"Chácara (MG)","2018","3121"
"Chalé (MG)","2018","5709"
"Chapada do Norte (MG)","2018","15368"
"Chapada Gaúcha (MG)","2018","13397"
"Chiador (MG)","2018","2702"
"Cipotânea (MG)","2018","6774"
"Claraval (MG)","2018","4810"
"Claro dos Poções (MG)","2018","7590"
"Cláudio (MG)","2018","28366"
"Coimbra (MG)","2018","7517"
"Coluna (MG)","2018","8907"
"Comendador Gomes (MG)","2018","3103"
"Comercinho (MG)","2018","7090"
"Conceição da Aparecida (MG)","2018","10261"
"Conceição das Pedras (MG)","2018","2811"
"Conceição das Alagoas (MG)","2018","27425"
"Conceição de Ipanema (MG)","2018","4570"
"Conceição do Mato Dentro (MG)","2018","17641"
"Conceição do Pará (MG)","2018","5480"
"Conceição do Rio Verde (MG)","2018","13590"
"Conceição dos Ouros (MG)","2018","11525"
"Cônego Marinho (MG)","2018","7595"
"Confins (MG)","2018","6657"
"Congonhal (MG)","2018","11813"
"Congonhas (MG)","2018","54196"
"Congonhas do Norte (MG)","2018","5044"
"Conquista (MG)","2018","6908"
"Conselheiro Lafaiete (MG)","2018","127539"
"Conselheiro Pena (MG)","2018","22892"
"Consolação (MG)","2018","1782"
"Contagem (MG)","2018","659070"
"Coqueiral (MG)","2018","9191"
"Coração de Jesus (MG)","2018","26592"
"Cordisburgo (MG)","2018","8883"
"Cordislândia (MG)","2018","3534"
"Corinto (MG)","2018","23797"
"Coroaci (MG)","2018","10040"
"Coromandel (MG)","2018","27982"
"Coronel Fabriciano (MG)","2018","109405"
"Coronel Murta (MG)","2018","9228"
"Coronel Pacheco (MG)","2018","3080"
"Coronel Xavier Chaves (MG)","2018","3426"
"Córrego Danta (MG)","2018","3241"
"Córrego do Bom Jesus (MG)","2018","3714"
"Córrego Fundo (MG)","2018","6290"
"Córrego Novo (MG)","2018","2814"
"Couto de Magalhães de Minas (MG)","2018","4396"
"Crisólita (MG)","2018","6646"
"Cristais (MG)","2018","12660"
"Cristália (MG)","2018","5960"
"Cristiano Otoni (MG)","2018","5145"
"Cristina (MG)","2018","10258"
"Crucilândia (MG)","2018","5014"
"Cruzeiro da Fortaleza (MG)","2018","4134"
"Cruzília (MG)","2018","15358"
"Cuparaque (MG)","2018","4960"
"Curral de Dentro (MG)","2018","7656"
"Curvelo (MG)","2018","79625"
"Datas (MG)","2018","5399"
"Delfim Moreira (MG)","2018","8035"
"Delfinópolis (MG)","2018","7098"
"Delta (MG)","2018","10291"
"Descoberto (MG)","2018","4996"
"Desterro de Entre Rios (MG)","2018","7232"
"Desterro do Melo (MG)","2018","2919"
"Diamantina (MG)","2018","47617"
"Diogo de Vasconcelos (MG)","2018","3814"
"Dionísio (MG)","2018","7852"
"Divinésia (MG)","2018","3411"
"Divino (MG)","2018","19884"
"Divino das Laranjeiras (MG)","2018","4984"
"Divinolândia de Minas (MG)","2018","7527"
"Divinópolis (MG)","2018","235977"
"Divisa Alegre (MG)","2018","6702"
"Divisa Nova (MG)","2018","5996"
"Divisópolis (MG)","2018","10820"
"Dom Bosco (MG)","2018","3699"
"Dom Cavati (MG)","2018","5097"
"Dom Joaquim (MG)","2018","4482"
"Dom Silvério (MG)","2018","5243"
"Dom Viçoso (MG)","2018","3007"
"Dona Eusébia (MG)","2018","6523"
"Dores de Campos (MG)","2018","10081"
"Dores de Guanhães (MG)","2018","5185"
"Dores do Indaiá (MG)","2018","13541"
"Dores do Turvo (MG)","2018","4289"
"Doresópolis (MG)","2018","1521"
"Douradoquara (MG)","2018","1905"
"Durandé (MG)","2018","7811"
"Elói Mendes (MG)","2018","27823"
"Engenheiro Caldas (MG)","2018","11064"
"Engenheiro Navarro (MG)","2018","7244"
"Entre Folhas (MG)","2018","5362"
"Entre Rios de Minas (MG)","2018","15214"
"Ervália (MG)","2018","18829"
"Esmeraldas (MG)","2018","70200"
"Espera Feliz (MG)","2018","24773"
"Espinosa (MG)","2018","31624"
"Espírito Santo do Dourado (MG)","2018","4673"
"Estiva (MG)","2018","11321"
"Estrela Dalva (MG)","2018","2361"
"Estrela do Indaiá (MG)","2018","3508"
"Estrela do Sul (MG)","2018","7936"
"Eugenópolis (MG)","2018","11218"
"Ewbank da Câmara (MG)","2018","3904"
"Extrema (MG)","2018","35474"
"Fama (MG)","2018","2379"
"Faria Lemos (MG)","2018","3262"
"Felício dos Santos (MG)","2018","4804"
"São Gonçalo do Rio Preto (MG)","2018","3161"
"Felisburgo (MG)","2018","7409"
"Felixlândia (MG)","2018","15235"
"Fernandes Tourinho (MG)","2018","3394"
"Ferros (MG)","2018","9949"
"Fervedouro (MG)","2018","10957"
"Florestal (MG)","2018","7386"
"Formiga (MG)","2018","67540"
"Formoso (MG)","2018","9431"
"Fortaleza de Minas (MG)","2018","4387"
"Fortuna de Minas (MG)","2018","2927"
"Francisco Badaró (MG)","2018","10343"
"Francisco Dumont (MG)","2018","5187"
"Francisco Sá (MG)","2018","26181"
"Franciscópolis (MG)","2018","5446"
"Frei Gaspar (MG)","2018","5891"
"Frei Inocêncio (MG)","2018","9555"
"Frei Lagonegro (MG)","2018","3469"
"Fronteira (MG)","2018","17701"
"Fronteira dos Vales (MG)","2018","4601"
"Fruta de Leite (MG)","2018","5441"
"Frutal (MG)","2018","58962"
"Funilândia (MG)","2018","4304"
"Galiléia (MG)","2018","6844"
"Gameleiras (MG)","2018","5122"
"Glaucilândia (MG)","2018","3136"
"Goiabeira (MG)","2018","3328"
"Goianá (MG)","2018","3940"
"Gonçalves (MG)","2018","4345"
"Gonzaga (MG)","2018","6145"
"Gouveia (MG)","2018","11833"
"Governador Valadares (MG)","2018","278685"
"Grão Mogol (MG)","2018","15779"
"Grupiara (MG)","2018","1389"
"Guanhães (MG)","2018","34057"
"Guapé (MG)","2018","14233"
"Guaraciaba (MG)","2018","10333"
"Guaraciama (MG)","2018","4954"
"Guaranésia (MG)","2018","19025"
"Guarani (MG)","2018","8903"
"Guarará (MG)","2018","3818"
"Guarda-Mor (MG)","2018","6591"
"Guaxupé (MG)","2018","51750"
"Guidoval (MG)","2018","7105"
"Guimarânia (MG)","2018","7971"
"Guiricema (MG)","2018","8442"
"Gurinhatã (MG)","2018","5704"
"Heliodora (MG)","2018","6524"
"Iapu (MG)","2018","10867"
"Ibertioga (MG)","2018","5033"
"Ibiá (MG)","2018","25035"
"Ibiaí (MG)","2018","8351"
"Ibiracatu (MG)","2018","5975"
"Ibiraci (MG)","2018","13687"
"Ibirité (MG)","2018","179015"
"Ibitiúra de Minas (MG)","2018","3483"
"Ibituruna (MG)","2018","2982"
"Icaraí de Minas (MG)","2018","11879"
"Igarapé (MG)","2018","42246"
"Igaratinga (MG)","2018","10709"
"Iguatama (MG)","2018","7971"
"Ijaci (MG)","2018","6488"
"Ilicínea (MG)","2018","12303"
"Imbé de Minas (MG)","2018","6865"
"Inconfidentes (MG)","2018","7297"
"Indaiabira (MG)","2018","7363"
"Indianópolis (MG)","2018","6829"
"Ingaí (MG)","2018","2757"
"Inhapim (MG)","2018","24204"
"Inhaúma (MG)","2018","6228"
"Inimutaba (MG)","2018","7467"
"Ipaba (MG)","2018","18438"
"Ipanema (MG)","2018","19717"
"Ipatinga (MG)","2018","261344"
"Ipiaçu (MG)","2018","4217"
"Ipuiúna (MG)","2018","10039"
"Iraí de Minas (MG)","2018","6944"
"Itabira (MG)","2018","119186"
"Itabirinha (MG)","2018","11446"
"Itabirito (MG)","2018","51281"
"Itacambira (MG)","2018","5353"
"Itacarambi (MG)","2018","18142"
"Itaguara (MG)","2018","13278"
"Itaipé (MG)","2018","12681"
"Itajubá (MG)","2018","96389"
"Itamarandiba (MG)","2018","34527"
"Itamarati de Minas (MG)","2018","4333"
"Itambacuri (MG)","2018","23212"
"Itambé do Mato Dentro (MG)","2018","2107"
"Itamogi (MG)","2018","10229"
"Itamonte (MG)","2018","15440"
"Itanhandu (MG)","2018","15236"
"Itanhomi (MG)","2018","12212"
"Itaobim (MG)","2018","21096"
"Itapagipe (MG)","2018","15102"
"Itapecerica (MG)","2018","21763"
"Itapeva (MG)","2018","9682"
"Itatiaiuçu (MG)","2018","11037"
"Itaú de Minas (MG)","2018","16014"
"Itaúna (MG)","2018","92561"
"Itaverava (MG)","2018","5470"
"Itinga (MG)","2018","14956"
"Itueta (MG)","2018","6039"
"Ituiutaba (MG)","2018","104067"
"Itumirim (MG)","2018","6048"
"Iturama (MG)","2018","38822"
"Itutinga (MG)","2018","3809"
"Jaboticatubas (MG)","2018","19858"
"Jacinto (MG)","2018","12329"
"Jacuí (MG)","2018","7681"
"Jacutinga (MG)","2018","25684"
"Jaguaraçu (MG)","2018","3124"
"Jaíba (MG)","2018","38413"
"Jampruca (MG)","2018","5378"
"Janaúba (MG)","2018","71265"
"Januária (MG)","2018","67628"
"Japaraíba (MG)","2018","4314"
"Japonvar (MG)","2018","8556"
"Jeceaba (MG)","2018","4973"
"Jenipapo de Minas (MG)","2018","7645"
"Jequeri (MG)","2018","12460"
"Jequitaí (MG)","2018","7597"
"Jequitibá (MG)","2018","5215"
"Jequitinhonha (MG)","2018","25305"
"Jesuânia (MG)","2018","4795"
"Joaíma (MG)","2018","15410"
"Joanésia (MG)","2018","4674"
"João Monlevade (MG)","2018","79387"
"João Pinheiro (MG)","2018","48561"
"Joaquim Felício (MG)","2018","4662"
"Jordânia (MG)","2018","10780"
"José Gonçalves de Minas (MG)","2018","4516"
"José Raydan (MG)","2018","4938"
"Josenópolis (MG)","2018","4844"
"Nova União (MG)","2018","5718"
"Juatuba (MG)","2018","26484"
"Juiz de Fora (MG)","2018","564310"
"Juramento (MG)","2018","4316"
"Juruaia (MG)","2018","10441"
"Juvenília (MG)","2018","5733"
"Ladainha (MG)","2018","18026"
"Lagamar (MG)","2018","7627"
"Lagoa da Prata (MG)","2018","51601"
"Lagoa dos Patos (MG)","2018","4124"
"Lagoa Dourada (MG)","2018","12953"
"Lagoa Formosa (MG)","2018","17991"
"Lagoa Grande (MG)","2018","9454"
"Lagoa Santa (MG)","2018","63359"
"Lajinha (MG)","2018","19928"
"Lambari (MG)","2018","20719"
"Lamim (MG)","2018","3404"
"Laranjal (MG)","2018","6786"
"Lassance (MG)","2018","6522"
"Lavras (MG)","2018","102728"
"Leandro Ferreira (MG)","2018","3233"
"Leme do Prado (MG)","2018","4915"
"Leopoldina (MG)","2018","52532"
"Liberdade (MG)","2018","5109"
"Lima Duarte (MG)","2018","16671"
"Limeira do Oeste (MG)","2018","7481"
"Lontra (MG)","2018","9008"
"Luisburgo (MG)","2018","6275"
"Luislândia (MG)","2018","6680"
"Luminárias (MG)","2018","5454"
"Luz (MG)","2018","18172"
"Machacalis (MG)","2018","7110"
"Machado (MG)","2018","41844"
"Madre de Deus de Minas (MG)","2018","5087"
"Malacacheta (MG)","2018","18700"
"Mamonas (MG)","2018","6532"
"Manga (MG)","2018","18594"
"Manhuaçu (MG)","2018","89256"
"Manhumirim (MG)","2018","22608"
"Mantena (MG)","2018","27640"
"Maravilhas (MG)","2018","7904"
"Mar de Espanha (MG)","2018","12725"
"Maria da Fé (MG)","2018","14136"
"Mariana (MG)","2018","60142"
"Marilac (MG)","2018","4134"
"Mário Campos (MG)","2018","15207"
"Maripá de Minas (MG)","2018","2959"
"Marliéria (MG)","2018","4044"
"Marmelópolis (MG)","2018","2784"
"Martinho Campos (MG)","2018","13330"
"Martins Soares (MG)","2018","8299"
"Mata Verde (MG)","2018","8526"
"Materlândia (MG)","2018","4482"
"Mateus Leme (MG)","2018","30798"
"Matias Barbosa (MG)","2018","14385"
"Matias Cardoso (MG)","2018","11050"
"Matipó (MG)","2018","18808"
"Mato Verde (MG)","2018","12508"
"Matozinhos (MG)","2018","37473"
"Matutina (MG)","2018","3758"
"Medeiros (MG)","2018","3771"
"Medina (MG)","2018","20882"
"Mendes Pimentel (MG)","2018","6446"
"Mercês (MG)","2018","10720"
"Mesquita (MG)","2018","5666"
"Minas Novas (MG)","2018","31471"
"Minduri (MG)","2018","3896"
"Mirabela (MG)","2018","13557"
"Miradouro (MG)","2018","10721"
"Miraí (MG)","2018","14913"
"Miravânia (MG)","2018","4861"
"Moeda (MG)","2018","4904"
"Moema (MG)","2018","7479"
"Monjolos (MG)","2018","2240"
"Monsenhor Paulo (MG)","2018","8648"
"Montalvânia (MG)","2018","15012"
"Monte Alegre de Minas (MG)","2018","20999"
"Monte Azul (MG)","2018","21017"
"Monte Belo (MG)","2018","13180"
"Monte Carmelo (MG)","2018","47682"
"Monte Formoso (MG)","2018","4889"
"Monte Santo de Minas (MG)","2018","21534"
"Montes Claros (MG)","2018","404804"
"Monte Sião (MG)","2018","23569"
"Montezuma (MG)","2018","8180"
"Morada Nova de Minas (MG)","2018","8815"
"Morro da Garça (MG)","2018","2488"
"Morro do Pilar (MG)","2018","3211"
"Munhoz (MG)","2018","6065"
"Muriaé (MG)","2018","108113"
"Mutum (MG)","2018","26997"
"Muzambinho (MG)","2018","20594"
"Nacip Raydan (MG)","2018","3219"
"Nanuque (MG)","2018","40839"
"Naque (MG)","2018","6939"
"Natalândia (MG)","2018","3314"
"Natércia (MG)","2018","4731"
"Nazareno (MG)","2018","8555"
"Nepomuceno (MG)","2018","26709"
"Ninheira (MG)","2018","10263"
"Nova Belém (MG)","2018","3255"
"Nova Era (MG)","2018","17607"
"Nova Lima (MG)","2018","93577"
"Nova Módica (MG)","2018","3627"
"Nova Ponte (MG)","2018","15280"
"Nova Porteirinha (MG)","2018","7504"
"Nova Resende (MG)","2018","16610"
"Nova Serrana (MG)","2018","99770"
"Novo Cruzeiro (MG)","2018","31326"
"Novo Oriente de Minas (MG)","2018","10731"
"Novorizonte (MG)","2018","5273"
"Olaria (MG)","2018","1775"
"Olhos-d'Água (MG)","2018","6018"
"Olímpio Noronha (MG)","2018","2765"
"Oliveira (MG)","2018","41529"
"Oliveira Fortes (MG)","2018","2136"
"Onça de Pitangui (MG)","2018","3144"
"Oratórios (MG)","2018","4647"
"Orizânia (MG)","2018","7954"
"Ouro Branco (MG)","2018","39121"
"Ouro Fino (MG)","2018","33481"
"Ouro Preto (MG)","2018","73994"
"Ouro Verde de Minas (MG)","2018","5954"
"Padre Carvalho (MG)","2018","6332"
"Padre Paraíso (MG)","2018","20052"
"Paineiras (MG)","2018","4510"
"Pains (MG)","2018","8270"
"Pai Pedro (MG)","2018","6084"
"Paiva (MG)","2018","1535"
"Palma (MG)","2018","6621"
"Palmópolis (MG)","2018","5671"
"Papagaios (MG)","2018","15543"
"Paracatu (MG)","2018","92430"
"Pará de Minas (MG)","2018","93101"
"Paraguaçu (MG)","2018","21418"
"Paraisópolis (MG)","2018","20940"
"Paraopeba (MG)","2018","24375"
"Passabém (MG)","2018","1664"
"Passa Quatro (MG)","2018","16294"
"Passa Tempo (MG)","2018","8112"
"Passa Vinte (MG)","2018","2048"
"Passos (MG)","2018","113998"
"Patis (MG)","2018","5942"
"Patos de Minas (MG)","2018","150833"
"Patrocínio (MG)","2018","90041"
"Patrocínio do Muriaé (MG)","2018","5652"
"Paula Cândido (MG)","2018","9557"
"Paulistas (MG)","2018","4849"
"Pavão (MG)","2018","8481"
"Peçanha (MG)","2018","17545"
"Pedra Azul (MG)","2018","24319"
"Pedra Bonita (MG)","2018","7065"
"Pedra do Anta (MG)","2018","3100"
"Pedra do Indaiá (MG)","2018","3969"
"Pedra Dourada (MG)","2018","2475"
"Pedralva (MG)","2018","11246"
"Pedras de Maria da Cruz (MG)","2018","11453"
"Pedrinópolis (MG)","2018","3626"
"Pedro Leopoldo (MG)","2018","63789"
"Pedro Teixeira (MG)","2018","1808"
"Pequeri (MG)","2018","3310"
"Pequi (MG)","2018","4379"
"Perdigão (MG)","2018","11249"
"Perdizes (MG)","2018","16009"
"Perdões (MG)","2018","21291"
"Periquito (MG)","2018","6847"
"Pescador (MG)","2018","4246"
"Piau (MG)","2018","2763"
"Piedade de Caratinga (MG)","2018","8426"
"Piedade de Ponte Nova (MG)","2018","4140"
"Piedade do Rio Grande (MG)","2018","4528"
"Piedade dos Gerais (MG)","2018","4955"
"Pimenta (MG)","2018","8631"
"Pingo d'Água (MG)","2018","4894"
"Pintópolis (MG)","2018","7490"
"Piracema (MG)","2018","6421"
"Pirajuba (MG)","2018","6044"
"Piranga (MG)","2018","17618"
"Piranguçu (MG)","2018","5455"
"Piranguinho (MG)","2018","8550"
"Pirapetinga (MG)","2018","10731"
"Pirapora (MG)","2018","56208"
"Piraúba (MG)","2018","10816"
"Pitangui (MG)","2018","27755"
"Piumhi (MG)","2018","34456"
"Planura (MG)","2018","11968"
"Poço Fundo (MG)","2018","16734"
"Poços de Caldas (MG)","2018","166111"
"Pocrane (MG)","2018","8508"
"Pompéu (MG)","2018","31583"
"Ponte Nova (MG)","2018","59605"
"Ponto Chique (MG)","2018","4237"
"Ponto dos Volantes (MG)","2018","12061"
"Porteirinha (MG)","2018","37950"
"Porto Firme (MG)","2018","11208"
"Poté (MG)","2018","16491"
"Pouso Alegre (MG)","2018","148862"
"Pouso Alto (MG)","2018","5981"
"Prados (MG)","2018","8979"
"Prata (MG)","2018","27688"
"Pratápolis (MG)","2018","8642"
"Pratinha (MG)","2018","3573"
"Presidente Bernardes (MG)","2018","5398"
"Presidente Juscelino (MG)","2018","3676"
"Presidente Kubitschek (MG)","2018","3004"
"Presidente Olegário (MG)","2018","19377"
"Alto Jequitibá (MG)","2018","8333"
"Prudente de Morais (MG)","2018","10629"
"Quartel Geral (MG)","2018","3542"
"Queluzito (MG)","2018","1934"
"Raposos (MG)","2018","16277"
"Raul Soares (MG)","2018","23814"
"Recreio (MG)","2018","10514"
"Reduto (MG)","2018","7105"
"Resende Costa (MG)","2018","11459"
"Resplendor (MG)","2018","17398"
